Title,Rating,Price,Link
Hurghada: Magawish Island Boat Trip with Lunch & Transfers,5,"From
E£1,715
From
E£1,029
per person",https://www.getyourguide.com/jeddah-l99843/hurghada-magawish-island-boat-trip-with-lunch-transfers-t611893/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
Cairo: Cairo Tower Tour with Hotel Pickup and Drop-Off,4.1,"From
E£2,728
From
E£1,773
per person",https://www.getyourguide.com/cairo-l92/cairo-cairo-tower-tour-with-hotel-pickup-and-drop-off-t430053/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
"Makadi Bay: 2H Quad Bike, Camel, Stargazing, Dinner & Show",4,"From
E£2,182
From
E£1,309
per person",https://www.getyourguide.com/makadi-bay-l4675/makadi-bay-2h-quad-bike-camel-stargazing-dinner-show-t572893/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
Half-Day Cairo Sightseeing Tour to Pyramids of Giza & Sphinx,4.2,"From
E£2,387
From
E£1,193
per person",https://www.getyourguide.com/pyramids-of-giza-l4184/cairo-half-day-sightseeing-tour-to-pyramids-of-giza-sphinx-t11778/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
Cairo: Tour of Azhar Masjid and Cairo Islamic Sites,4.3,"From
E£4,092
From
E£2,046
per person",https://www.getyourguide.com/cairo-l92/cairo-tour-of-azhar-masjid-and-cairo-islamic-sites-t430028/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
"Hurghada: Orange Bay & Giftun Island, Snorkeling With Lunch",4.7,"From
E£1,296
From
E£648
per person",https://www.getyourguide.com/hurghada-l403/hurghada-orange-bay-giftun-island-snorkeling-with-lunch-t194408/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
"Cairo: 2-Day Pyramid, Museum, Bazaar Private Tour",4.5,"From
E£4,092
From
E£2,046
per person",https://www.getyourguide.com/cairo-l92/cairo-2-day-highlights-guided-tour-t278662/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
Cairo: Private Pharaonic Village Tour With Tansfer and Lunch,4.5,"From
E£2,387
From
E£1,551
per person",https://www.getyourguide.com/cairo-l92/cairo-private-pharaonic-village-tour-with-tansfer-and-lunch-t601301/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
Makadi: Giftun Island Speedboat Cruise to Orange Bay & Lunch,4.5,"From
E£2,001
per person",https://www.getyourguide.com/makadi-bay-l4675/makadi-giftun-island-speedboat-cruise-to-orange-bay-lunch-t746870/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
Cairo: VIP Pyramids Sound & Light Show With Private Transfer,3.4,"From
E£3,069
From
E£1,995
per person",https://www.getyourguide.com/cairo-l92/cairo-vip-pyramids-sound-light-show-with-private-transfer-t601772/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
"Hurghada: 4 Days Tour Horse, Camel, Spa, ATV, Jeep & Dolphin",4.3,"From
E£12,278
From
E£9,208
per person",https://www.getyourguide.com/makadi-bay-l4675/hurghada-4-days-tour-horse-camel-spa-atv-jeep-dolphin-t541097/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
From Cairo: Guided 4 Day Cairo & Red Sea Tour with Transfer,4.5,"From
E£61,622
per person",https://www.getyourguide.com/cairo-l92/4-day-cairo-and-red-sea-t455876/?ranking_uuid=592d9002-c1f1-4a98-aa6e-8c80586c66d7
