Title,Rating,Price,Link
Sharm El Sheikh: Ras Mohamed & White Island Snorkel or Dive,4.1,"From
E£2,058
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-ras-mohamed-white-island-snorkel-or-dive-t383266/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
Hurghada: Hula Hula Speedboat w/ Optional Snorkeling & Lunch,4.8,"From
E£1,053
From
E£790
per person",https://www.getyourguide.com/hurghada-l403/hurghada-hula-hula-speedboat-w-optional-snorkeling-lunch-t741086/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
From Safaga: Royal Seascope Submarine with Snorkeling,4.6,"From
E£1,158
From
E£927
per person",https://www.getyourguide.com/port-safaga-l13566/royal-seascope-submarine-and-snorkelling-safaga-makadi-bay-t458170/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
Cairo/Giza: Egyptian Museum and Khan el-Khalili Guided Tour,4.7,"From
E£1,500
From
E£975
per person",https://www.getyourguide.com/cairo-l92/cairo-egyptian-museum-and-old-cairo-bazaar-guided-tour-t430007/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
"Hurghada: Diving cruise with snorkeling, Lunch & Drinks",4.7,"From
E£1,843
From
E£1,106
per person",https://www.getyourguide.com/hurghada-l403/hurghada-diving-cruise-with-snorkeling-lunch-drinks-t574308/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
"Sharm El-Sheikh: Parasailing, Camel Ride, Dive & Quad Bike",4.2,"From
E£2,286
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-parasailing-camel-ride-dive-quad-bike-t383255/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
"Cairo/Giza: Guided Pyramids, Sphinx and Egyptian Museum Tour",4.7,"From
E£1,364
From
E£682
per person",https://www.getyourguide.com/cairo-l92/cairo-guided-pyramids-and-egyptian-museum-tour-with-tickets-t429987/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
From Hurghada: Scuba Diving with Expert Guide & 2 Dives,4.3,"From
E£4,634
per person",https://www.getyourguide.com/hurghada-l403/from-hurghada-scuba-diving-with-expert-guide-2-dives-t447949/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
Sharm El Sheikh: Luxury boat Cruise with Snorkeling & Lunch,4.3,"From
E£1,843
From
E£1,382
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-luxury-boat-cruise-with-snorkeling-lunch-t688841/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
"Cairo/Giza: Pyramids, Memphis, and Sakkara Day Tour",4.6,"From
E£3,410
From
E£1,705
per person",https://www.getyourguide.com/cairo-l92/cairogiza-pyramids-memphis-and-sakkara-day-tour-t11726/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
"El Gouna Lagoon, Diving with Dolphin, Snorkeling & Lunch",4.3,"From
E£2,286
From
E£1,715
per person",https://www.getyourguide.com/el-gouna-l1051/el-gouna-lagoon-diving-with-dolphin-snorkeling-lunch-t829932/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
Hurghada:Luxury Diving & Snorkeling inc/Island/Lunch/Massage,4.9,"From
E£3,160
per person",https://www.getyourguide.com/hurghada-l403/hurghada-luxury-diving-snorkeling-incislandlunchdrinks-t763869/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
Hurghada: Elegance Yacht Cruise To Orange bay Island W lunch,4.7,"From
E£2,858
From
E£2,572
per person",https://www.getyourguide.com/hurghada-l403/hurghada-go-luxury-to-orange-bay-with-snorkelling-lunch-t570337/?ranking_uuid=cdfbd452-8e29-412f-96ff-7ec3cb587a8c
"Hurghada: Luxury Orange Bay w/Massage, Water Sports & Diving",4.9,"From
E£3,370
per person",https://www.getyourguide.com/hurghada-l403/hurghadasnorkeling-yacht-5-in-1-with-sea-food-and-diving-t377266/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Hurghada: Orange Bay Snorkeling with Lunch & Optional Diving,4.6,"From
E£545
From
E£272
per person",https://www.getyourguide.com/hurghada-l403/hurghada-orange-bay-snorkeling-with-lunch-optional-diving-t313673/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Hurghada: Empire Submarine Boat Trip with Snorkel and Drinks,3.4,"From
E£1,086
From
E£814
per person",https://www.getyourguide.com/hurghada-l403/hurghada-empire-submarine-boat-trip-with-snorkel-and-drinks-t246912/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
From El Gouna: Royal Seascope Submarine with Snorkel Stop,4,"From
E£1,053
From
E£895
per person",https://www.getyourguide.com/el-gouna-l1051/from-el-gouna-royal-seascope-submarine-with-snorkeling-t477803/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Pivate scuba diving in the Red Sea of Aqaba,5,"From
E£2,747
per person",https://www.getyourguide.com/aqaba-l1037/pivate-scuba-diving-in-the-red-sea-of-aqaba-t471291/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Sharm El-Sheikh: Ras Mohammed & White Island Cruise,3.7,"From
E£1,315
From
E£657
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-ras-mohammed-white-island-cruise-t654715/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Sharm:Introduction dive from the Shore & PADI Courses,4.8,"From
E£2,972
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-scuba-dive-introduction-from-the-shore-t383259/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
"Hurghada: 2, 3, or 4-Day PADI Diving Courses for All Levels",4.5,"From
E£16,007
per person",https://www.getyourguide.com/hurghada-l403/hurghada-2-3-or-4-day-padi-diving-courses-for-all-levels-t326017/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Cairo: Cairo Tower Tour with Hotel Pickup and Drop-Off,4.1,"From
E£2,728
From
E£1,773
per person",https://www.getyourguide.com/cairo-l92/cairo-cairo-tower-tour-with-hotel-pickup-and-drop-off-t430053/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Hurghada: Scenic Submarine Tour with Snorkeling and Transfer,3.7,"From
E£1,086
From
E£923
per person",https://www.getyourguide.com/hurghada-l403/hurghada-scenic-submarine-tour-with-snorkeling-and-transfer-t513680/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Sharm El-Sheikh: Guided Shore Scuba Diving at 2 Dives,5,"From
E£4,476
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-scuba-diving-2-dives-from-the-shore-t446862/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
"Makadi Bay: 2H Quad Bike, Camel, Stargazing, Dinner & Show",4,"From
E£2,182
From
E£1,309
per person",https://www.getyourguide.com/makadi-bay-l4675/makadi-bay-2h-quad-bike-camel-stargazing-dinner-show-t572893/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Hurghada: PADI Diving Courses packages,4.5,"From
E£1,316
From
E£1,185
per person",https://www.getyourguide.com/hurghada-l403/hurghada-padi-diving-courses-packages-t906057/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
"Tiran Island: Full-day Snorkeling, Diving Boat Trip",3.5,"From
E£3,716
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/tiran-island-full-day-diving-boat-trip-from-sharm-t383273/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Hurghada: Elegance Yacht Cruise To Orange & Magawish island,4.6,"From
E£3,430
From
E£3,087
per person",https://www.getyourguide.com/hurghada-l403/hurghada-luxury-boat-trip-to-orange-magawish-island-t570125/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Half-Day Cairo Sightseeing Tour to Pyramids of Giza & Sphinx,4.2,"From
E£2,387
From
E£1,193
per person",https://www.getyourguide.com/pyramids-of-giza-l4184/cairo-half-day-sightseeing-tour-to-pyramids-of-giza-sphinx-t11778/?ranking_uuid=b4a32dae-65df-4724-887f-30bc3cd45e47
Cairo: Tour of Azhar Masjid and Cairo Islamic Sites,4.3,"From
E£4,092
From
E£2,046
per person",https://www.getyourguide.com/cairo-l92/cairo-tour-of-azhar-masjid-and-cairo-islamic-sites-t430028/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Cairo: Private Pharaonic Village Tour With Tansfer and Lunch,4.5,"From
E£2,387
From
E£1,551
per person",https://www.getyourguide.com/cairo-l92/cairo-private-pharaonic-village-tour-with-tansfer-and-lunch-t601301/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
"Cairo: 2-Day Pyramid, Museum, Bazaar Private Tour",4.5,"From
E£4,092
From
E£2,046
per person",https://www.getyourguide.com/cairo-l92/cairo-2-day-highlights-guided-tour-t278662/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Hurghada: Dolphin House Boat Trip with Snorkeling,4.8,"From
E£1,143
From
E£629
per person",https://www.getyourguide.com/hurghada-l403/hurghada-dolphin-house-boat-trip-with-snorkeling-t792871/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Cairo: VIP Pyramids Sound & Light Show With Private Transfer,3.4,"From
E£3,069
From
E£1,995
per person",https://www.getyourguide.com/cairo-l92/cairo-vip-pyramids-sound-light-show-with-private-transfer-t601772/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Hurghada : Diving & Snorkeling Cruise Tour w Lunch & Drinks,4.5,"From
E£1,257
From
E£943
per person",https://www.getyourguide.com/hurghada-l403/hurghada-diving-snorkeling-cruise-tour-w-lunch-drinks-t684180/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
"Sharm to Dahab: Colored Canyon, Blue Hole, Qude Bike, Camels",3,"From
E£2,858
per person",https://www.getyourguide.com/dahab-l884/dahab-quad-biking-snorkelling-diving-and-camel-ride-t383239/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Makadi Bay: Snorkelling and Diving Island Trip,4.5,"From
E£2,387
per person",https://www.getyourguide.com/makadi-bay-l4675/makadi-bay-snorkeling-tour-t214035/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Half-Day: Professionals Diving in Open Water Tour with Lunch,4.2,"From
E£3,634
per person",https://www.getyourguide.com/hurghada-l403/half-day-scuba-diving-hurghada-t32579/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Hurghada: Full Day Escape To Magawish Island By Speedboat,4.7,"From
E£2,858
per person",https://www.getyourguide.com/hurghada-l403/hurghada-full-day-escape-to-magawish-island-by-speedboat-t831510/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
"Hurghada Scuba Diving Trip with Pick-up, Lunch",4.4,"From
E£3,054
per person",https://www.getyourguide.com/hurghada-l403/full-day-scuba-diving-snorkeling-and-pick-up-lunch-t496861/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
From Sharm or Dahab: Blue Hole & Canyon Sea Dive Experience,4.6,"From
E£8,575
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/from-sharm-or-dahab-blue-hole-canyon-sea-dive-experience-t383301/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
DSD Discover Scuba Diving for a beginner or Certified,5,"From
E£3,713
per person",https://www.getyourguide.com/aqaba-l1037/dsd-discover-scuba-diving-for-a-beginner-or-certified-t522018/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Diving Tour Exploring Alexandria's Underwater Secrets,4.3,"From
E£16,853
per person",https://www.getyourguide.com/alexandria-l490/diving-tour-exploring-alexandria-s-underwater-secrets-t683417/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
From Safaga Port: Giftun Island Snorkeling Cruise with Lunch,4.5,"From
E£9,217
per person",https://www.getyourguide.com/port-safaga-l13566/from-safaga-port-snorkeling-trip-excursion-t452673/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Sharm el Sheikh: PADI Diving Courses Package,4.5,"From
E£1,316
From
E£1,185
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-padi-diving-courses-package-t893384/?ranking_uuid=e2fb22b5-e363-48d6-a095-edf96b54e211
Hurghada- RedSea: Shore Diving with Private Transfers,4.4,"From
E£4,002
per person",https://www.getyourguide.com/hurghada-l403/hurghada-redsea-shore-diving-with-private-transfers-t360635/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
Sharm el Sheikh Port : Ras Mohammed Dive Trip with Lunch,5,"From
E£10,902
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/from-sharm-el-sheikh-trip-to-ras-mohammed-t452743/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
"Hurghada: 1 day DIVING Refrechment, 1 Check & Reef dives",5,"From
E£7,432
per person",https://www.getyourguide.com/hurghada-l403/hurghada-1-day-diving-refrechment-1-check-reef-dives-t315772/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
"speedboat, snorkeling & massage on Magawish island",4.6,"From
E£11,434
per group up to 2",https://www.getyourguide.com/hurghada-l403/speedboat-snorkeling-massage-on-magawish-island-t831508/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
From Alexandria Port: City Tour with Citadel and Catacombs,4.5,"From
E£13,272
per person",https://www.getyourguide.com/alexandria-l490/from-alexandria-port-day-tour-of-alexandria-t451400/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
Hurghada: Private Speedboat To Bayoud Islands From El Gouna,3.7,"From
E£25,726
per group up to 2",https://www.getyourguide.com/hurghada-l403/hurghada-private-speedboat-to-bayoud-islands-from-el-gouna-t644652/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
Hurghada: El Gouna Lagoon Cruise By Speedboat With Transfers,4.6,"From
E£20,009
per group up to 2",https://www.getyourguide.com/hurghada-l403/hurghada-el-gouna-lagoon-cruise-w-private-speedboat-t648456/?ranking_uuid=05fb278b-cb5f-40a5-b9e7-d8868954d248
