Scenario,Categories,Cities,Tourism_Types,Precision@k,Preference_Coverage@k,Category_Diversity,Tourism_Type_Diversity
11,"Synagogue, Shopping, Church, Palace, Healing Oases & Sand Therapy, Hot Spring, Zoo","Assiut, Qena, Beheira","Cultural and Historical Attractions, Medical Attractions, Natural Attractions",1.0,0.8461538461538461,0.7142857142857144,0.6785714285714285
12,"Hot Spring, Mosque, Cultural Center, Library, Palace, Garden, Zoo, Rehabilitation & Wellness Center, Church","New Valley, North Coast, Sharqia, Sinai","Medical Attractions, Religious and Spiritual Attractions, Natural Attractions",1.0,0.75,0.7936507936507936,0.7142857142857142
13,"Aquarium, Healing Oases & Sand Therapy, Natural Reserve, Mosque, Temple, Mountain, Water Park, Church","Sinai, Sharqia, Marsa Matrouh, Giza, Assiut, Minya, Qena","Entertainment and Modern Attractions, Cultural and Historical Attractions, Religious and Spiritual Attractions",1.0,0.8333333333333334,0.75,0.7857142857142856
14,"Theater, Mountain, Hot Spring, Theme Park, Palace, Natural Reserve, Aquarium","Aswan, Qena, Sharqia, Fayoum, Giza","Cultural and Historical Attractions, Entertainment and Modern Attractions, Medical Attractions",1.0,0.8666666666666667,0.7142857142857144,0.8214285714285714
15,"Hot Spring, Beach, Zoo, Rehabilitation & Wellness Center, Museum, Tomb","Minya, Assiut, Alexandria, Marsa Matrouh, Qena","Religious and Spiritual Attractions, Cultural and Historical Attractions, Natural Attractions",1.0,0.8571428571428571,0.9285714285714285,0.7619047619047619
16,"Historical Site, Natural Reserve, Museum, Beach, Shopping, Island, Synagogue, Temple, Theme Park","Marsa Matrouh, Giza, Sohag, Beheira, Sharm El Sheikh","Entertainment and Modern Attractions, Medical Attractions, Religious and Spiritual Attractions",1.0,0.8823529411764706,0.7936507936507936,0.6904761904761905
17,"Theme Park, Museum, Tower, Hot Spring, Theater, Historical Site","Fayoum, Alexandria, Suez, Aswan","Natural Attractions, Cultural and Historical Attractions, Entertainment and Modern Attractions",1.0,0.8461538461538461,0.8809523809523809,0.7738095238095238
18,"Hot Spring, Museum, Shopping, Natural Reserve, Palace, Water Park, Theme Park","Suez, Red Sea, Sharqia, Beni Suef, North Coast","Religious and Spiritual Attractions, Medical Attractions, Entertainment and Modern Attractions",1.0,0.8,0.8571428571428572,0.6904761904761905
19,"Garden, Theme Park, Palace, Theater, Museum, Tower, Island, Monastery","Sohag, New Valley, Alexandria, Marsa Alam, Suez, Fayoum, Dahab","Natural Attractions, Religious and Spiritual Attractions, Medical Attractions",1.0,0.6666666666666666,0.8571428571428572,0.6785714285714285
20,"Aquarium, Mountain, Museum, Library, Synagogue, Theater","Dahab, El Gouna, Sinai, Cairo, Red Sea","Religious and Spiritual Attractions, Cultural and Historical Attractions, Natural Attractions",1.0,0.9285714285714286,0.8095238095238095,0.8095238095238095
21,"Healing Oases & Sand Therapy, Zoo, Shopping, Tomb, Temple, Aquarium, Library","Giza, El Gouna, Sharqia, Sohag","Religious and Spiritual Attractions, Medical Attractions, Natural Attractions",1.0,0.7857142857142857,0.7142857142857144,0.6428571428571428
22,"Museum, Zoo, Historical Site, Mountain, Library, Temple, Island","Red Sea, Marsa Matrouh, North Coast","Natural Attractions, Entertainment and Modern Attractions, Medical Attractions",1.0,0.9230769230769231,0.7142857142857144,0.6785714285714285
23,"Hot Spring, Beach, Shopping, Mountain, Monastery, Water Park, Fortress","El Gouna, Red Sea, Fayoum, Assiut, Luxor","Cultural and Historical Attractions, Entertainment and Modern Attractions, Natural Attractions",1.0,0.9333333333333333,0.8571428571428572,0.8214285714285714
24,"Natural Reserve, Tomb, Water Park, Mountain, Garden, Zoo, Beach","Sohag, Dahab, Hurghada, Aswan, Assiut, Suez","Natural Attractions, Religious and Spiritual Attractions, Entertainment and Modern Attractions",1.0,0.875,0.7142857142857143,0.8333333333333333
25,"Island, Tomb, Shopping, Garden, Church, Beach, Cultural Center, Aquarium, Historical Site","Dahab, Aswan, Marsa Alam","Religious and Spiritual Attractions, Medical Attractions, Natural Attractions",1.0,0.9333333333333333,0.8333333333333333,0.6547619047619048
26,"Hot Spring, Cultural Center, Theater, Fortress, Historical Site, Zoo","Sharqia, Hurghada, New Valley, Marsa Alam, Sohag","Cultural and Historical Attractions, Medical Attractions, Religious and Spiritual Attractions",1.0,0.7142857142857143,0.8809523809523809,0.6904761904761905
27,"Mountain, Library, Palace, Zoo, Church, Museum, Shopping, Theme Park","Marsa Matrouh, Aswan, Sharqia, Hurghada, Minya","Religious and Spiritual Attractions, Medical Attractions, Entertainment and Modern Attractions",1.0,0.9375,0.75,0.6904761904761905
28,"Mosque, Shopping, Zoo, Historical Site, Garden, Aquarium, Temple, Theater","Sharm El Sheikh, Sinai, Sohag, El Gouna, Dahab, Cairo, Marsa Matrouh","Religious and Spiritual Attractions, Medical Attractions, Natural Attractions",1.0,0.7777777777777778,0.6964285714285714,0.6428571428571428
29,"Garden, Church, Synagogue, Island, Hot Spring, Natural Reserve, Cultural Center, Water Park","Hurghada, New Valley, Sharqia, Alexandria, Marsa Matrouh, Beni Suef","Cultural and Historical Attractions, Natural Attractions, Medical Attractions",1.0,0.8823529411764706,0.8571428571428572,0.7261904761904762
30,"Mountain, Monastery, Palace, Fortress, Library, Synagogue, Historical Site, Aquarium, Rehabilitation & Wellness Center","Beni Suef, Giza, Fayoum, Sohag","Medical Attractions, Natural Attractions, Religious and Spiritual Attractions",1.0,0.875,0.7936507936507936,0.7857142857142856
31,"Monastery, Beach, Church, Aquarium, Healing Oases & Sand Therapy, Museum","Suez, Giza, Aswan, Dahab, North Coast","Cultural and Historical Attractions, Medical Attractions, Religious and Spiritual Attractions",1.0,0.9285714285714286,0.9285714285714285,0.7619047619047619
32,"Tomb, Monastery, Fortress, Cultural Center, Garden, Temple, Zoo, Hot Spring","Marsa Alam, Cairo, Suez, Aswan, Beheira, New Valley, El Gouna","Religious and Spiritual Attractions, Cultural and Historical Attractions, Entertainment and Modern Attractions",1.0,0.7777777777777778,0.8035714285714286,0.7976190476190477
33,"Palace, Beach, Hot Spring, Island, Museum, Shopping","Dahab, Cairo, Assiut, Beheira, Qena","Cultural and Historical Attractions, Entertainment and Modern Attractions, Medical Attractions",1.0,0.8571428571428571,0.9285714285714285,0.7619047619047619
34,"Mountain, Synagogue, Mosque, Natural Reserve, Library, Museum, Healing Oases & Sand Therapy, Aquarium, Shopping","Qena, Minya, Red Sea, Fayoum, Cairo","Cultural and Historical Attractions, Medical Attractions, Religious and Spiritual Attractions",1.0,0.9411764705882353,0.7936507936507936,0.7857142857142856
35,"Garden, Temple, Mountain, Water Park, Mosque, Tomb, Museum, Aquarium, Healing Oases & Sand Therapy","Hurghada, Cairo, Luxor, Marsa Alam","Natural Attractions, Religious and Spiritual Attractions, Cultural and Historical Attractions",1.0,0.9375,0.7936507936507936,0.8214285714285714
36,"Monastery, Water Park, Theme Park, Garden, Library, Healing Oases & Sand Therapy, Temple","Fayoum, Alexandria, Suez, North Coast, Beheira, New Valley","Medical Attractions, Religious and Spiritual Attractions, Natural Attractions",1.0,0.8125,0.7857142857142858,0.6547619047619048
37,"Mountain, Natural Reserve, Church, Beach, Aquarium, Hot Spring","Marsa Alam, Hurghada, Fayoum, Minya","Entertainment and Modern Attractions, Natural Attractions, Cultural and Historical Attractions",1.0,0.6923076923076923,0.9285714285714285,0.47619047619047616
38,"Beach, Mountain, Theater, Hot Spring, Tower, Palace","Red Sea, Giza, Luxor, Beni Suef","Medical Attractions, Cultural and Historical Attractions, Religious and Spiritual Attractions",1.0,0.8461538461538461,0.8809523809523809,0.7976190476190476
39,"Healing Oases & Sand Therapy, Natural Reserve, Beach, Palace, Theater, Museum, Fortress","Aswan, Alexandria, Minya","Medical Attractions, Natural Attractions, Entertainment and Modern Attractions",1.0,0.9230769230769231,0.7142857142857143,0.75
40,"Hot Spring, Zoo, Palace, Museum, Theme Park, Church, Temple","Giza, Marsa Alam, Sinai","Natural Attractions, Medical Attractions, Cultural and Historical Attractions",1.0,0.9230769230769231,0.7142857142857143,0.7619047619047619
41,"Rehabilitation & Wellness Center, Beach, Mosque, Island, Water Park, Synagogue, Garden, Shopping","North Coast, Sohag, Beheira, Qena, New Valley, Assiut","Religious and Spiritual Attractions, Cultural and Historical Attractions, Natural Attractions",1.0,0.7058823529411765,0.6964285714285714,0.7976190476190476
42,"Water Park, Theme Park, Natural Reserve, Museum, Tomb, Tower","North Coast, Alexandria, Luxor","Entertainment and Modern Attractions, Medical Attractions, Natural Attractions",1.0,0.9166666666666666,0.9285714285714285,0.6190476190476191
43,"Theater, Synagogue, Church, Island, Cultural Center, Tomb, Shopping, Natural Reserve, Beach","Qena, Dahab, New Valley, El Gouna, Sinai","Medical Attractions, Religious and Spiritual Attractions, Entertainment and Modern Attractions",1.0,0.8823529411764706,0.753968253968254,0.7142857142857142
44,"Library, Fortress, Shopping, Palace, Rehabilitation & Wellness Center, Natural Reserve, Tower","Hurghada, Alexandria, Fayoum, Marsa Alam, Beheira","Natural Attractions, Cultural and Historical Attractions, Medical Attractions",1.0,0.8666666666666667,0.7857142857142858,0.6547619047619047
45,"Theater, Aquarium, Natural Reserve, Mountain, Healing Oases & Sand Therapy, Fortress, Library, Museum, Rehabilitation & Wellness Center","Fayoum, Dahab, North Coast, Cairo, Qena, Sohag","Religious and Spiritual Attractions, Entertainment and Modern Attractions, Cultural and Historical Attractions",1.0,0.8333333333333334,0.7936507936507936,0.6547619047619048
46,"Cultural Center, Monastery, Tomb, Zoo, Fortress, Hot Spring, Healing Oases & Sand Therapy, Natural Reserve","Giza, Hurghada, Marsa Alam, New Valley","Cultural and Historical Attractions, Entertainment and Modern Attractions, Religious and Spiritual Attractions",1.0,0.9333333333333333,0.75,0.7976190476190476
47,"Mosque, Theater, Tomb, Library, Zoo, Beach, Monastery","Minya, Alexandria, North Coast, Luxor, Assiut","Cultural and Historical Attractions, Religious and Spiritual Attractions, Natural Attractions",1.0,0.9333333333333333,0.8571428571428572,0.9047619047619048
48,"Cultural Center, Garden, Historical Site, Hot Spring, Mosque, Library, Island, Natural Reserve, Tomb","Sohag, Marsa Alam, Beni Suef, Sharqia, Sinai, Giza","Natural Attractions, Entertainment and Modern Attractions, Cultural and Historical Attractions",1.0,0.8888888888888888,0.753968253968254,0.619047619047619
49,"Mosque, Aquarium, Church, Theater, Island, Palace, Shopping","Beheira, Fayoum, El Gouna, Suez, Red Sea","Medical Attractions, Cultural and Historical Attractions, Entertainment and Modern Attractions",1.0,0.8,0.7142857142857143,0.7976190476190476
50,"Tomb, Church, Monastery, Garden, Natural Reserve, Theme Park, Zoo, Rehabilitation & Wellness Center, Water Park","Beheira, Marsa Matrouh, Luxor, Giza, Cairo, Suez","Cultural and Historical Attractions, Entertainment and Modern Attractions, Medical Attractions",1.0,0.8888888888888888,0.7936507936507936,0.7261904761904762
