Scenario,Categories,Cities,Tourism_Types,Precision@k,Preference_Coverage@k,Category_Diversity,Tourism_Type_Diversity
19,"Garden, Theme Park, Palace, Theater, Museum, Tower","Beni Suef, Fayoum, Sohag","Medical Attractions, Cultural and Historical Attractions",1.0,0.7272727272727273,0.8809523809523809,0.75
20,"Rehabilitation & Wellness Center, Mountain, Museum, Theme Park, Fortress","Dahab, El Gouna","Religious and Spiritual Attractions, Cultural and Historical Attractions, Natural Attractions",1.0,0.9,0.8428571428571429,0.7857142857142856
21,"Healing Oases & Sand Therapy, Zoo, Shopping, Tomb, Temple","Giza, El Gouna, Sharqia","Religious and Spiritual Attractions, Entertainment and Modern Attractions",1.0,0.8,0.8428571428571429,0.7857142857142857
22,"Island, Church, Historical Site, Garden, Hot Spring, Temple, Museum","Red Sea, Marsa Matrouh","Medical Attractions, Entertainment and Modern Attractions",1.0,1.0,0.7857142857142857,0.6428571428571428
23,"Hot Spring, Beach, Shopping, Mountain, Monastery","El Gouna, Red Sea","Cultural and Historical Attractions, Entertainment and Modern Attractions, Natural Attractions",1.0,1.0,0.7714285714285714,0.7857142857142856
24,"Natural Reserve, Tomb, Water Park, Mountain, Garden","Sohag, Dahab, Hurghada","Natural Attractions, Religious and Spiritual Attractions",1.0,0.8,0.8285714285714285,0.7142857142857143
25,"Tomb, Island, Shopping, Beach","Hurghada, Beheira","Medical Attractions, Natural Attractions",1.0,0.875,0.9285714285714286,0.7857142857142857
26,"Palace, Cultural Center, Shopping, Monastery, Garden","Alexandria, Minya, Dahab","Entertainment and Modern Attractions, Cultural and Historical Attractions, Religious and Spiritual Attractions",1.0,0.8181818181818182,0.8428571428571429,0.8095238095238095
27,"Museum, Mosque, Church, Theater, Zoo, Aquarium, Shopping","Sharqia, Qena","Religious and Spiritual Attractions, Entertainment and Modern Attractions",1.0,0.9090909090909091,0.7857142857142858,0.8214285714285714
28,"Mosque, Rehabilitation & Wellness Center, Cultural Center, Synagogue","Fayoum, Beni Suef","Entertainment and Modern Attractions, Natural Attractions",0.8571428571428571,0.875,0.8214285714285714,0.6071428571428571
29,"Rehabilitation & Wellness Center, Library, Church, Palace","Sharm El Sheikh, Hurghada","Medical Attractions, Religious and Spiritual Attractions",1.0,0.875,0.8928571428571428,0.8214285714285714
30,"Theme Park, Tomb, Fortress, Library, Rehabilitation & Wellness Center, Water Park, Church","Sinai, Minya","Cultural and Historical Attractions, Natural Attractions, Entertainment and Modern Attractions",1.0,0.9166666666666666,0.7142857142857144,0.6904761904761905
31,"Mosque, Theater, Library, Historical Site, Museum","North Coast, Assiut, Sohag","Medical Attractions, Natural Attractions",1.0,0.8,0.8428571428571429,0.6071428571428572
32,"Church, Synagogue, Hot Spring, Historical Site, Water Park, Aquarium","Qena, Beni Suef, New Valley","Cultural and Historical Attractions, Religious and Spiritual Attractions, Entertainment and Modern Attractions",1.0,0.8333333333333334,0.9285714285714285,0.7619047619047619
33,"Healing Oases & Sand Therapy, Theme Park, Palace, Garden, Library, Zoo, Cultural Center","Giza, Assiut, Qena","Cultural and Historical Attractions, Medical Attractions",1.0,0.9166666666666666,0.7142857142857144,0.7142857142857143
34,"Island, Mountain, Natural Reserve, Healing Oases & Sand Therapy, Garden, Monastery, Church","Giza, Dahab, Sohag","Entertainment and Modern Attractions, Cultural and Historical Attractions",1.0,0.75,0.7857142857142858,0.6071428571428572
35,"Tomb, Historical Site, Natural Reserve, Water Park, Healing Oases & Sand Therapy, Shopping, Library","Cairo, Beheira","Religious and Spiritual Attractions, Medical Attractions",1.0,1.0,0.7142857142857143,0.6071428571428571
36,"Rehabilitation & Wellness Center, Monastery, Church, Theater, Temple","New Valley, Sohag, Red Sea","Entertainment and Modern Attractions, Medical Attractions",1.0,0.8,0.8285714285714285,0.6428571428571428
37,"Tower, Natural Reserve, Palace, Theme Park, Island","Suez, Qena","Cultural and Historical Attractions, Entertainment and Modern Attractions, Religious and Spiritual Attractions",1.0,0.7,0.9,0.6547619047619048
38,"Temple, Museum, Aquarium, Garden, Theater, Beach","Fayoum, Giza, Marsa Alam","Cultural and Historical Attractions, Entertainment and Modern Attractions",1.0,0.9090909090909091,0.8809523809523809,0.7857142857142857
39,"Library, Beach, Historical Site, Monastery, Water Park","Fayoum, Giza","Cultural and Historical Attractions, Entertainment and Modern Attractions",1.0,0.8888888888888888,0.8428571428571429,0.7857142857142857
40,"Cultural Center, Theme Park, Library, Healing Oases & Sand Therapy, Water Park","Marsa Matrouh, Fayoum","Entertainment and Modern Attractions, Religious and Spiritual Attractions, Natural Attractions",1.0,0.9,0.7714285714285714,0.6547619047619048
41,"Island, Theater, Mountain, Monastery, Library, Shopping","Beheira, Qena","Natural Attractions, Entertainment and Modern Attractions, Religious and Spiritual Attractions",1.0,0.9090909090909091,0.8095238095238095,0.8690476190476191
42,"Shopping, Island, Historical Site, Temple, Water Park, Zoo, Monastery","Sohag, Sharm El Sheikh","Entertainment and Modern Attractions, Natural Attractions, Medical Attractions",1.0,0.8333333333333334,0.7142857142857144,0.5119047619047619
43,"Natural Reserve, Mosque, Cultural Center, Aquarium, Shopping, Zoo, Hot Spring","Marsa Matrouh, Dahab, Fayoum","Cultural and Historical Attractions, Medical Attractions, Natural Attractions",1.0,1.0,0.7142857142857143,0.6904761904761905
44,"Zoo, Natural Reserve, Monastery, Theme Park, Healing Oases & Sand Therapy","Suez, Hurghada, Red Sea","Entertainment and Modern Attractions, Cultural and Historical Attractions, Medical Attractions",1.0,0.8181818181818182,0.9,0.6547619047619048
45,"Hot Spring, Aquarium, Fortress, Healing Oases & Sand Therapy","Suez, Alexandria","Medical Attractions, Entertainment and Modern Attractions",1.0,0.875,0.9285714285714286,0.7142857142857143
46,"Natural Reserve, Island, Theme Park, Museum","Beheira, Fayoum","Religious and Spiritual Attractions, Natural Attractions",1.0,0.75,0.9285714285714286,0.7142857142857143
47,"Theme Park, Mountain, Temple, Garden","Assiut, Minya, Aswan","Medical Attractions, Entertainment and Modern Attractions, Natural Attractions",1.0,0.7,0.8928571428571428,0.6190476190476191
48,"Synagogue, Shopping, Museum, Theme Park, Mountain","Dahab, Suez","Cultural and Historical Attractions, Medical Attractions",1.0,0.7777777777777778,0.8285714285714285,0.6428571428571428
49,"Church, Rehabilitation & Wellness Center, Temple, Fortress, Shopping, Theme Park, Island","Sharqia, Hurghada","Entertainment and Modern Attractions, Natural Attractions",1.0,0.9090909090909091,0.7857142857142857,0.8571428571428571
50,"Water Park, Tower, Historical Site, Aquarium, Healing Oases & Sand Therapy, Mosque, Church","Hurghada, Sohag","Entertainment and Modern Attractions, Religious and Spiritual Attractions",1.0,0.9090909090909091,0.7142857142857144,0.8214285714285714
