Title,Rating,Price,Link
From Luxor: 6-Day Nile River Cruise to Aswan with Balloon,4.5,"From
E£36,867
per person",https://www.getyourguide.com/luxor-l109/from-luxor-5-nights6-days-cruise-to-aswan-with-balloon-t455896/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
From Cairo: 4-Day Nile Cruise to Luxor with Balloon Flight,4.2,"From
E£60,192
per person",https://www.getyourguide.com/cairo-l92/from-cairo-4-day-nile-cruise-to-luxor-with-balloon-flights-t448134/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
Luxor: West Bank Hot Air Balloon Ride with Hotel Transfers,5,"From
E£5,214
per person",https://www.getyourguide.com/luxor-l109/luxor-trip-hot-air-balloon-ride-in-luxor-egypt-t445709/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
"Luxor: Balloon, Quad Bike, Horse Ride, felucca with meals",4.4,"From
E£7,900
per person",https://www.getyourguide.com/luxor-l109/luxor-balloon-quad-bike-horse-ride-felucca-with-meals-t471616/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
Luxor: VIP Private Sunrise Hot Air Balloon with Breakfast,4.4,"From
E£20,014
per person",https://www.getyourguide.com/luxor-l109/luxor-vip-private-sunrise-hot-air-balloon-with-breakfast-t545068/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
Safaga: Overnight Trip to Luxor with Balloon Ride & Hotel,4.4,"From
E£8,427
per person",https://www.getyourguide.com/port-safaga-l13566/safaga-overnight-trip-to-luxor-with-balloon-ride-hotel-t476359/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
Balloon group ride over Luxor,4.7,"From
E£10,862
per person",https://www.getyourguide.com/luxor-l109/balloon-group-ride-over-luxor-t435677/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
"Cairo: 8-day Tour with Cruise, Flights, & Balloon Ride",3.8,"From
E£55,301
per person",https://www.getyourguide.com/cairo-l92/cairo-8-day-tour-with-cruise-flights-balloon-ride-t485455/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
From Luxor: 7-Night Nile River Cruise + Ballon & Abu Simbel,4.5,"From
E£52,615
per person",https://www.getyourguide.com/luxor-l109/from-luxor-7-night-nile-river-cruise-t266020/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
East and west banks private day tour included Balloon Ride,4.3,"From
E£10,533
per person",https://www.getyourguide.com/luxor-l109/full-day-tour-to-east-and-west-banks-of-luxor-t472201/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
From Luxor: 7-Day Nile Cruise to Aswan with Hot Air Balloon,5,"From
E£42,134
per person",https://www.getyourguide.com/luxor-l109/from-luxor-6-night-5-star-nile-cruise-with-hot-air-balloon-t455507/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
"From Hurghada: 1-Night Luxor Tour, Hot Air Balloon, Transfer",4.5,"From
E£13,919
per person",https://www.getyourguide.com/hurghada-l403/from-hurghada-1-night-luxor-tour-hot-air-balloon-transfer-t489153/?ranking_uuid=747cea7c-b4fb-40ef-a0fe-680fcfddc40f
From Cairo: 5-Day Nile Cruise to Aswan & Balloon by Flights,4.3,"From
E£63,954
per person",https://www.getyourguide.com/cairo-l92/from-cairo-5-day-nile-cruise-to-aswan-balloon-by-flights-t486539/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Luxor: 6-Day Egypt Package with Flights and Hot Air-Balloon,5,"From
E£44,768
per person",https://www.getyourguide.com/luxor-l109/luxor-6-day-egypt-package-with-flights-and-hot-air-balloon-t490325/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Aswan: 7-Day Nile River Cruise to Luxor with Hot Air Balloon,4.4,"From
E£47,401
per person",https://www.getyourguide.com/aswan-l543/aswanguided-7-days-6-nights-nile-cruise-to-luxor-balloon-t456011/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Luxor: 7-Day Egypt Tour with Cruise & Hot Air-Balloon Ride,4.4,"From
E£42,134
per person",https://www.getyourguide.com/luxor-l109/luxor-7-day-egypt-package-with-flights-and-hot-air-balloon-t491384/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
From Marsa Alam: 3-Day Nile Cruise with Hot Air Balloon Ride,4.4,"From
E£41,382
per person",https://www.getyourguide.com/marsa-alam-l422/from-marsa-alam-3-day-nile-cruise-with-hot-air-balloon-t459858/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Luxor: 8-Day Egypt Package with Flights and Hot Air-Balloon,4.4,"From
E£47,401
per person",https://www.getyourguide.com/luxor-l109/luxor-8-day-egypt-package-with-flights-and-hot-air-balloon-t497808/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
From Sharm: Full Day Tour in Cairo By flight,4.7,"From
E£20,014
per person",https://www.getyourguide.com/cairo-l92/from-sharm-el-sheik-cairo-and-luxor-2-day-1-night-tour-t322488/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Luxor: 3-Day Nile Cruise to Aswan with Hot Air Balloon,4,"From
E£30,096
per person",https://www.getyourguide.com/luxor-l109/luxor-3-day-nile-cruise-to-aswan-with-balloon-t500868/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Luxor: All-Inclusive 3-Night Nile Cruise to Aswan & Balloon,4.4,"From
E£28,967
per person",https://www.getyourguide.com/luxor-l109/luxor-all-inclusive-3-night-nile-cruise-to-aswan-balloon-t686000/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Hurghada: Private 4-day Nile Cruise with Hot Air Balloon,4.4,"From
E£56,430
per person",https://www.getyourguide.com/hurghada-l403/hurghada-private-4-day-nile-cruise-with-hot-air-balloon-t448074/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
"From Cairo: 4-Day Nile Cruise to Luxor/ Balloon, Flights",4.2,"From
E£60,192
per person",https://www.getyourguide.com/cairo-l92/from-cairo-4-day-nile-cruise-to-luxor-balloon-flights-t484994/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
Sharm El-Sheikh: 7-Day Egypt Tour w/ Balloon Ride & Flights,2.3,"From
E£42,134
per person",https://www.getyourguide.com/sharm-el-sheikh-l408/sharm-el-sheikh-7-day-egypt-tour-balloon-flights-t489550/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
From Aswan: 6-Day Nile Cruise to Luxor with Balloon Ride,2.5,"From
E£36,867
per person",https://www.getyourguide.com/aswan-l543/from-aswan-5-night-nile-cruise-to-luxor-with-balloon-ride-t455784/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
"Luxor: 9-Day Egypt Tour w/ Cruise, Flights & Hot Air Balloon",4.4,"From
E£48,454
per person",https://www.getyourguide.com/luxor-l109/luxor-9-day-egypt-package-with-flights-and-hot-air-balloon-t496643/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
"Marsa alam:6-day tour, Nile cruise,flights, Hot Air Balloon",4.4,"From
E£36,867
per person",https://www.getyourguide.com/marsa-alam-l422/marsa-alam6-day-tour-with-nile-cruise-and-flights-t460177/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
"From Marsa Alam: 5-Day Egypt Tour with Nile Cruise, Balloon",4.4,"From
E£63,954
per person",https://www.getyourguide.com/luxor-l109/from-marsa-alam-5-day-egypt-tour-with-nile-cruise-balloon-t504922/?ranking_uuid=eee6c26d-a5e7-4c8f-9025-e6da3145da82
From Marsa Alam: 3 night Nile Cruise with Hot air balloon,4.4,"From
E£56,430
per person",https://www.getyourguide.com/luxor-l109/from-marsa-alam-3-night-nile-cruise-with-hot-air-balloon-t505091/?ranking_uuid=53daa4e2-644d-4ff6-a2cb-91d226d0fdb3
"Hurghada:10-Day Egypt Tour, Nile Cruise, Balloon, Flights",5,"From
E£56,355
per person",https://www.getyourguide.com/hurghada-l403/hurghada10-day-egypt-tour-nile-cruise-balloon-flights-t486058/?ranking_uuid=53daa4e2-644d-4ff6-a2cb-91d226d0fdb3
Marsa Alam: 4 Days Nile cruise to Aswan with hot air balloon,4.4,"From
E£56,430
per person",https://www.getyourguide.com/marsa-alam-l422/marsa-alam-4-days-nile-cruise-to-aswan-with-hot-air-balloon-t459066/?ranking_uuid=53daa4e2-644d-4ff6-a2cb-91d226d0fdb3
From Hurghada: 6-Day cruise to Aswan with Hot air balloon,5,"From
E£67,716
per person",https://www.getyourguide.com/hurghada-l403/from-hurghada-6-day-cruise-to-aswan-with-hot-air-balloon-t457154/?ranking_uuid=53daa4e2-644d-4ff6-a2cb-91d226d0fdb3
